organization_name,subdomain,default_time_zone,created_date,status
TAI CHEONG BAKERY PTE. LTD.,taicheongbakery,Asia/Singapore,28/10/2021,Active
FAIRTECK HOLDING PTE LTD,smooze,Asia/Singapore,27/10/2021,Active
VALUE CHOICE TRADING,vct,Asia/Singapore,27/10/2021,Active
TREEG PTE LTD,treeg,Asia/Singapore,25/10/2021,Active
THORNTON INTERNATIONAL PTE. LTD.,go2thornton,Asia/Singapore,22/10/2021,Active
UP FOOD (PTE. LTD.),coffeetogetherco,Asia/Singapore,20/10/2021,Active
VAIGAI PTE LTD,vaigai,Asia/Singapore,20/10/2021,Active
MIRACULOUS CATCH AQUARIUM,miraculouscatch,Asia/Singapore,18/10/2021,Active
PROSAIL ASIA PTE LTD,prosailasia,Asia/Singapore,07/10/2021,Active
BAHULU WARISAN,bahuluwarisan,Asia/Singapore,06/10/2021,Active
VN SUPER MART,vnsupermart,Asia/Singapore,01/10/2021,Active
MELODIOUS PIANO STUDIO,melodiouspianostudio,Asia/Singapore,30/09/2021,Active
TIANN XINN PTE LTD,tiannxinn,Asia/Singapore,27/09/2021,Active
FREQUENCY TRADING,frequencytrading,Asia/Singapore,27/09/2021,Active
HENG ENG PAPER PTE LTD,hengengpaper,Asia/Singapore,24/09/2021,Active
KO ZAY TRADING PTE LTD,kozaytrading,Asia/Singapore,22/09/2021,Active
YIXING XUAN TEAHOUSE PTE LTD,yixingxuanteahouse,Asia/Singapore,22/09/2021,Active
DOUBLE ONE MINIMARKET,doubleone,Asia/Singapore,22/09/2021,Active
DJ FRUITS PTE LTD,juicebox,Asia/Singapore,20/09/2021,Active
SI ASIA PTE LTD ,siasia,Asia/Singapore,20/09/2021,Active
EVERYDAY MART,symbolic,Asia/Singapore,17/09/2021,Active
YONG JOO,yongjoo,Asia/Singapore,13/09/2021,Active
Kway Chap & Mix Organ Soup,mikuriya,Asia/Singapore,09/09/2021,Active
BLACKOUT PTE LTD,blackout,Asia/Singapore,06/09/2021,Active
PIACERE FOOD PRIVATE LIMITED,gigi,Asia/Singapore,03/09/2021,Active
HOKKAIDO SUSHI FINE DINING PTE. LTD.,hokkaidosushi,Asia/Singapore,30/08/2021,Active
HOSEH MART,hosehmart,Asia/Singapore,30/08/2021,Active
RED BOY PTE. LTD.,redboy,Asia/Singapore,24/08/2021,Active
KK WOMEN'S AND CHILDREN'S HOSPITAL,kkh,Asia/Singapore,19/08/2021,Active
SHANTHINIS BEAUTY PARLOUR PRIVATE LTD,shanthinibeautyparlour,Asia/Singapore,11/08/2021,Active
THE 32 MARKETPLACE PTE LTD,cafeconfetti,Asia/Singapore,03/08/2021,Active
PAWFESSIONAL PTE LTD,pawfessional,Asia/Singapore,29/07/2021,Active
CHIP GUAN HENG,chipguanheng,Asia/Singapore,28/07/2021,Active
CARV & COOK PTE. LTD.,carvbutchery,Asia/Singapore,26/07/2021,Active
FOOD NEAR ME PTE LTD,foodnearme,Asia/Singapore,26/07/2021,Active
HERBAL HOME LLP,herbalhome,Asia/Singapore,22/07/2021,Active
SRI LAKSHMI RECYCLING PTE LTD,srilakshmirecycling,Asia/Singapore,21/07/2021,Active
MOIN MOIN GELATO PTE LTD,moinmoingelato,Asia/Singapore,13/07/2021,Active
FUN'S FLORIST & NURSERY PTE LTD,funsgarden,Asia/Singapore,12/07/2021,Active
HONG XIN DA PTE LTD,hongxinda,Asia/Singapore,08/07/2021,Active
ORCHID LIVE SEAFOOD,olskelulut,Asia/Singapore,05/07/2021,Active
P.S. ANANTHA MINI MART PTE LTD,psananthaminimart,Asia/Singapore,30/06/2021,Active
"""TAMILAR STORE PTE LTD", BINSMART," POWER VALUE TRADING PTE LTD""",binsmart,Asia/Singapore,30/06/2021,Active
ADERANS SALON,aderanssalon,Asia/Singapore,30/06/2021,Active
OCEANIA REEFZ,oceaniareefz,Asia/Singapore,29/06/2021,Active
JERUK SONKIT PTE LTD,jeruksonkit,Asia/Singapore,29/06/2021,Active
632 FAMILY STORE,umart632,Asia/Singapore,28/06/2021,Active
ANGLERS' HUT PTE. LTD. ,anglershut,Asia/Singapore,28/06/2021,Active
IZUMI ENTERPRISE PTE LTD,izumi,Asia/Singapore,28/06/2021,Active
HAO GUAN MINI MART,umarthaoguan,Asia/Singapore,28/06/2021,Active
VENTA VENTURE PTE LTD,ventaventure,Asia/Singapore,25/06/2021,Active
SHOP N SAVE MINI-MARTS,shopnsave,Asia/Singapore,25/06/2021,Active
ABSOLUTE PANACHE,absolutepanache,Asia/Singapore,25/06/2021,Active
EPITOME NAIL AND BEAUTY,epitome,Asia/Singapore,25/06/2021,Active
I_N COLLECTIONS,incollections,Asia/Singapore,24/06/2021,Active
YI FENG ZA HUO SHANG DIAN,yifeng,Asia/Singapore,23/06/2021,Active
WELCOME MINI-MART PTE LTD,umart237welcome,Asia/Singapore,23/06/2021,Active
U-VENTURE INVESTMENT PTE LTD,umartamk347,Asia/Singapore,23/06/2021,Active
TOH ENG LEE MINI-SUPERMARKET,umarttel,Asia/Singapore,23/06/2021,Active
PX TRADERS PTE LTD,pxtraders,Asia/Singapore,23/06/2021,Active
CHNG WAH SENG MINIMART ,umartcwsmini,Asia/Singapore,22/06/2021,Active
KIM ENG STATIONERY TRADERS COMPANY,kimengstationery,Asia/Singapore,22/06/2021,Active
KS ENTERPRISE PTE LTD,ksfruitsandmartsg,Asia/Singapore,21/06/2021,Active
FM EXHIBITION INTERNATIONAL PTE. LTD.,fmexhibition,Asia/Singapore,18/06/2021,Active
JOHN & JOSEPHINE DANCE CREATIVE,johnjosephinedance,Asia/Singapore,16/06/2021,Active
SWAADHISHT,swaadhisht,Asia/Singapore,16/06/2021,Active
MUI YEE,muiyee,Asia/Singapore,16/06/2021,Active
KIDMORO (SINGAPORE) PTE LTD,kidmoro,Asia/Singapore,16/06/2021,Active
CHNG WAH SENG SUPERMARKET,umartcwssupermarket,Asia/Singapore,16/06/2021,Active
MOVON SUPERMARKET,umartmovon,Asia/Singapore,16/06/2021,Active
YUAN JI SEAFOOD PTE LTD,yuanjiseafood,Asia/Singapore,15/06/2021,Active
SRI VINAYAKA MART PTE. LTD.,svm,Asia/Singapore,15/06/2021,Active
CHOON HING MINIMART,umartchoonhing,Asia/Singapore,15/06/2021,Active
JOHONGLY HARDWARE PAINTS & RENOVATION CONTRACT,johongly,Asia/Singapore,15/06/2021,Active
GUAN SENG HUAT SUPERMARKET,umartgsh,Asia/Singapore,15/06/2021,Active
WALL MART PTE LTD,wallmart,Asia/Singapore,15/06/2021,Active
TC TAMPINES PTE LTD,tctampines,Asia/Singapore,15/06/2021,Active
ASHRV TRADING PTE LTD,ashrv,Asia/Singapore,14/06/2021,Active
THE CURTAIN ATELIER,thecurtainatelier,Asia/Singapore,13/06/2021,Active
VEEN IMPEX TRADING,veenimpextrading,Asia/Singapore,10/06/2021,Active
PETSVALE ANIMAL CARE PTE LTD,petsvale,Asia/Singapore,10/06/2021,Active
FAMILY GROCERMART PTE LTD,umartfamily,Asia/Singapore,09/06/2021,Active
BEST SUPERMART,umartbest,Asia/Singapore,09/06/2021,Active
BROWN BAG PTE LTD,brownbag,Asia/Singapore,08/06/2021,Active
ANNA'S COOKIES,annaorganic,Asia/Singapore,08/06/2021,Active
JIA LE TEXTILE,jiale,Asia/Singapore,06/06/2021,Active
QQ LIVE WELL PTE LTD,qqlivewell,Asia/Singapore,05/06/2021,Active
PIAK LAN HIONG RELIGIOUS GOODS,umartplh,Asia/Singapore,04/06/2021,Active
TECK GUAN & CO,umartteckguan,Asia/Singapore,04/06/2021,Active
ADERANS SINGAPORE PTE LTD,aderans,Asia/Singapore,04/06/2021,Active
TONG HENG,tongheng,Asia/Singapore,04/06/2021,Active
PURITYWHITE,puritywhite,Asia/Singapore,04/06/2021,Active
INPHINITY (S) PTE LTD,inphinity,Asia/Singapore,04/06/2021,Active
YEW GUAN,umartyewguan,Asia/Singapore,03/06/2021,Active
DD COLLECTION,ddcollection,Asia/Singapore,02/06/2021,Active
HRZ TRADING,hrz,Asia/Singapore,02/06/2021,Active
BAN CHOON MEDICAL HALL PTE. LTD.,banchoon,Asia/Singapore,02/06/2021,Active
BESTYLE,bestyle,Asia/Singapore,02/06/2021,Active
MAHABUB DEPARTMENT STORE,mahabub,Asia/Singapore,02/06/2021,Active
YEO SOON LAI MINIMART,umartysl,Asia/Singapore,02/06/2021,Active
SHOPMORE GROCERY,umartshopmore,Asia/Singapore,01/06/2021,Active
BEPOH PROVISION STORE,umartbepoh,Asia/Singapore,01/06/2021,Active
YONG TECK SENG,umartyongteckseng,Asia/Singapore,01/06/2021,Active
TECK HUAT TOH KEE,umartteckhuat,Asia/Singapore,01/06/2021,Active
CHONG EE GEOMANCY N TRADING,chongee,Asia/Singapore,31/05/2021,Active
XIN SHUN FA MINIMART,umartxinshunfa,Asia/Singapore,31/05/2021,Active
MINAKA TRADING PTE LTD,minaka,Asia/Singapore,31/05/2021,Active
SILVER KITCHEN AND BATH,silverknb,Asia/Singapore,31/05/2021,Active
ANCHORVALE MINIMART (267),umartavm267,Asia/Singapore,31/05/2021,Active
LYK CORPORATE PTE LTD,lykmobile,Asia/Singapore,30/05/2021,Active
NIKITHA TRADING SUPER MART PTE. LTD.,nikitha,Asia/Singapore,30/05/2021,Active
NG NAM THYE,umartngnamthye,Asia/Singapore,30/05/2021,Active
RIDGEWOOD GOURMET,ridgewoodgourmet,Asia/Singapore,30/05/2021,Active
SMITH MARINE CULTURE & TRADING PTE LTD,smithmarine,Asia/Singapore,29/05/2021,Active
SGS INCORPORATED (PTE. LTD.),sgs,Asia/Singapore,28/05/2021,Active
ACTIVE MINIMART,umartactiveminimart,Asia/Singapore,28/05/2021,Active
ACTIVE EXPRESS MART ,umartactiveexpressmart,Asia/Singapore,28/05/2021,Active
HOCK GHEE SENG MART PTE. LTD.,umarthockgheeseng,Asia/Singapore,28/05/2021,Active
LC MART,umartlc,Asia/Singapore,28/05/2021,Active
WELCOME MINI-MART PTE. LTD.,umartwelcome,Asia/Singapore,28/05/2021,Active
YANG MING SEAFOOD,yangming,Asia/Singapore,28/05/2021,Active
ACTIVE SUPERMARKET,umartactivesuper,Asia/Singapore,28/05/2021,Active
CHIN HUAT SIONG KEE MINI-MART,umartchsk,Asia/Singapore,27/05/2021,Active
SAN CHUNG MINIMART,umartsanchung,Asia/Singapore,27/05/2021,Active
D'SNACK STATION PTE. LTD.,dsnack,Asia/Singapore,27/05/2021,Active
FARMER TRADER PTE LTD,farmer,Asia/Singapore,27/05/2021,Active
ALEX PHOTO,alexphoto,Asia/Singapore,27/05/2021,Active
MY LOVELY CLOSET PTE LTD,mylovelycloset,Asia/Singapore,25/05/2021,Active
LUXLION PTE. LTD.,luxlion,Asia/Singapore,25/05/2021,Active
CHUAN JIAN HUAT MINIMART,umartchuanjianhuat,Asia/Singapore,25/05/2021,Active
TAI FU SING TRADING,taifusing,Asia/Singapore,25/05/2021,Active
LOONG FATT,loongfatt,Asia/Singapore,25/05/2021,Active
CHAN LIAN SENG PROVISION SHOP,umartchanlianseng,Asia/Singapore,25/05/2021,Active
TASTE ORIGINAL PTE. LTD.,tasteoriginal,Asia/Singapore,25/05/2021,Active
HANA BOUTIQUE,hana,Asia/Singapore,25/05/2021,Active
BETTALIFE INTERNATIONAL (S) PTE LTD,bettalife,Asia/Singapore,25/05/2021,Active
UNCLE YAP'S ENTERPRISE,uncleyap,Asia/Singapore,21/05/2021,Active
ECO FRESH MART PTE LTD,ecofresh,Asia/Singapore,21/05/2021,Active
BIZTEX PTE. LTD.,biztex,Asia/Singapore,20/05/2021,Active
CHOP BAN WHATT HIN,umartchopbanwhatthin,Asia/Singapore,20/05/2021,Active
SOON SENG GROCERY MARKETING,umartsoonseng,Asia/Singapore,20/05/2021,Active
CKS GROCERY PTE. LTD.,cksgrocery,Asia/Singapore,20/05/2021,Active
PIAK LAN TENG,umartpiaklanteng,Asia/Singapore,19/05/2021,Active
TOP CHOICE MARKETPLACE,topchoice,Asia/Singapore,17/05/2021,Active
E.S. ELECTROMART SUPERSTORE,eselectromart,Asia/Singapore,14/05/2021,Active
BAN LONG ORGANIC HEALTHCARE,banlongorganichealthcare,Asia/Singapore,12/05/2021,Active
BAN LONG MEDICAL HALL,banlongmedicalhall,Asia/Singapore,12/05/2021,Active
THE EXCELLENT SPIRIT,theexcellentspirit,Asia/Singapore,10/05/2021,Active
ASEANA F&B PTE LTD,bistroaseana,Asia/Singapore,10/05/2021,Active
MWH MINIMART,mwhminimart,Asia/Singapore,10/05/2021,Active
XSK COMPUTER SYSTEM,xsk,Asia/Singapore,10/05/2021,Active
CHOK DEE THAI PTE. LTD. (EAST COAST),chokdeethaieastcoast,Asia/Singapore,10/05/2021,Active
KENJO FASHION,kenjofashion,Asia/Singapore,05/05/2021,Active
MUSICNUTS! PTE. LTD.,musicnuts,Asia/Singapore,29/04/2021,Active
KAPLEN I.T. SERVICES PTE LTD,kaplen,Asia/Singapore,29/04/2021,Active
QUAN XIANG YUAN SEAFOOD RESTAURANT,quanxiangyuan,Asia/Singapore,29/04/2021,Active
AMEUSIA PTE. LTD.,ameusia,Asia/Singapore,26/04/2021,Active
(Demo) UMART ,umartdemo,Asia/Singapore,26/04/2021,Active
BROADWAY ELECTROMART PTE LTD,broadway,Asia/Singapore,25/04/2021,Active
CYBER JIP PTE. LTD.,cyberjip,Asia/Singapore,23/04/2021,Active
OLD AIRPORT PAU,oldairportpau,Asia/Singapore,22/04/2021,Active
BARKADA,barkada,Asia/Singapore,22/04/2021,Active
MALAR TRADING & SUPERMARKET PTE LTD @ LITTLE INDIA,malarstores,Asia/Singapore,21/04/2021,Active
HAPPY ART LOFT PTE. LTD.,happyartloft,Asia/Singapore,21/04/2021,Active
MCJ MART PTE. LTD.,umartmcjmart,Asia/Singapore,20/04/2021,Active
SENG HUP FOO PTE. LTD.,umartsenghupfoo,Asia/Singapore,19/04/2021,Active
NAM HO TRADING,namho,Asia/Singapore,16/04/2021,Active
CLUB D' OBSESSION PTE. LTD.,clubdobsession,Asia/Singapore,16/04/2021,Active
C&T BEST FOOD PTE. LTD.,candtbestfood,Asia/Singapore,15/04/2021,Active
NENEK INTAN FROZEN FOODS LLP,nenekintan,Asia/Singapore,15/04/2021,Active
MCJ MART,mcjmart,Asia/Singapore,15/04/2021,Active
GADGET SURELUTION,gadgetsurelutionz,Asia/Singapore,09/04/2021,Active
JEN SENG,jenseng,Asia/Singapore,04/04/2021,Active
SG LOCAL MART,sglocalmart,Asia/Singapore,01/04/2021,Active
LITTLE SUPER MART PTE. LTD.,littlesupermart,Asia/Singapore,28/03/2021,Active
WONDER GELATO LLP,wondergelato,Asia/Singapore,26/03/2021,Active
B2K PET CARE PTE. LTD.,b2k,Asia/Singapore,26/03/2021,Active
PERFECT PAWS,perfectpaws,Asia/Singapore,24/03/2021,Active
GAMEWERKS,gamewerks,Asia/Singapore,22/03/2021,Active
MELLVIN SEAFOOD RESTAURANT,mellvin,Asia/Singapore,22/03/2021,Active
NEW ZEALAND FRESH PTE. LTD.,nzf,Asia/Singapore,19/03/2021,Active
HSH (1987) PTE LTD,hsh1987,Asia/Singapore,18/03/2021,Active
LIM THIONG BENG MINI MART,ltb,Asia/Singapore,17/03/2021,Active
ALLIANZ MART,allianzmart,Asia/Singapore,12/03/2021,Active
SHOPPING BAY PTE. LTD. (The Underdog Pet Shop),theunderdog,Asia/Singapore,12/03/2021,Active
TRAVELLING ART SINGAPORE PTE. LTD.,travellingart,Asia/Singapore,11/03/2021,Active
FRIENDLY MART,friendlymart,Asia/Singapore,11/03/2021,Active
LA VIE SOCIALE PTE. LTD.,laviesociale,Asia/Singapore,11/03/2021,Active
CANNASIA PTE LTD,cannasia,Asia/Singapore,10/03/2021,Active
BELLA ONLINE STORE PTE. LTD.,luxebags,Asia/Singapore,10/03/2021,Active
CHONG HOE HEALTH PRODUCTS CHINESE MEDICAL STORE,chonghoe,Asia/Singapore,08/03/2021,Active
(Demo) PowerHouse,dinosaur,Asia/Singapore,08/03/2021,Active
GARDEN CUISINE PTE LTD,gardencuisine,Asia/Singapore,05/03/2021,Active
HYBRID FITNESS PTE. LTD.,hybridfitness,Asia/Singapore,01/03/2021,Active
NON TOXIC WELLNESS,nontoxicwellness,Asia/Singapore,01/03/2021,Active
PEBBLE MEDICAL AESTHETIC PTE. LTD.,pebbleaesthetic,Asia/Singapore,25/02/2021,Active
CITIFRESH ENTERPRISE PTE. LTD. (YesMart),citifresh,Asia/Singapore,23/02/2021,Active
T S YONG TRADING,tsyong,Asia/Singapore,23/02/2021,Active
W.A. TRADING INVEST,watradinginvest,Asia/Singapore,22/02/2021,Active
CHERRYHEART NATURAL,cherryheart,Asia/Singapore,18/02/2021,Active
HAIRDO PROFESSIONAL PTE. LTD.,hairdoparlor,Asia/Singapore,17/02/2021,Active
SAKON (YN) PTE. LTD.,sakonyn,Asia/Singapore,15/02/2021,Active
FEEL ROCK GLOBAL PTE. LTD. (RAFFLES),feelrockglobal,Asia/Singapore,10/02/2021,Active
JANE'S DEPARTMENTAL STORE PTE. LTD.,janesdepartmentalstore,Asia/Singapore,08/02/2021,Active
HUANGS,huangs,Asia/Singapore,05/02/2021,Active
RED DRAGON MARINE PRODUCT CENTRE,reddragonmarine,Asia/Singapore,04/02/2021,Active
ETERNAL GARDEN RESTAURANT,eternalgarden,Asia/Singapore,03/02/2021,Active
PACIFIC LIFESTYLE CONCEPTS PTE LTD,pacificlifestyleconcepts,Asia/Singapore,02/02/2021,Active
SMUVVE AESTHETICS PTE. LTD.,smuvveaesthetics,Asia/Singapore,25/01/2021,Active
RAYNE LIN TRADING PTE. LTD.,raynelintrading,Asia/Singapore,22/01/2021,Active
OM VEDIC HERITAGE CENTRE PTE LTD,omvedicheritage,Asia/Singapore,22/01/2021,Active
SANDHON TRADING PTE. LTD.,sandhontrading,Asia/Singapore,22/01/2021,Active
LITTLE NYONYA BATIK,littlenyonyabatik,Asia/Singapore,21/01/2021,Active
BYMAGO PTE. LTD.,magohv,Asia/Singapore,21/01/2021,Active
SINGAPORE PAINTS BOUTIQUE SHOP,sgpaintsboutiqueshop,Asia/Singapore,20/01/2021,Active
LOTUS GROCERY,lotusgrocery,Asia/Singapore,20/01/2021,Active
KS HAIR WORKS  PTE. LTD.,hairoflifesalon,Asia/Singapore,18/01/2021,Active
DELI MASLINA,delimaslina,Asia/Singapore,14/01/2021,Active
YIN LEONG HARDWARE TRADING,yinleong,Asia/Singapore,14/01/2021,Active
THE CONVENIENCE STORE,theconveniencestore,Asia/Singapore,13/01/2021,Active
SHENG YU ENTERPRISE PTE LTD,shengyu,Asia/Singapore,12/01/2021,Active
BAN ENG LEE MINIMART,banenglee,Asia/Singapore,11/01/2021,Active
QIAN XI FARRER PARK,qianxifarrerpark,Asia/Singapore,06/01/2021,Active
KOO CHYE BA SHENG HONG TEMPLE SAN QING GONG PTE LTD,kcbshtsqg,Asia/Singapore,05/01/2021,Active
(Demo) EPOS Level 6 Training,lvl6training,Asia/Singapore,05/01/2021,Active
JXK PTE LTD,jxk,Asia/Singapore,04/01/2021,Active
888 MINIMART (HILLVIEW),888minimart,Asia/Singapore,30/12/2020,Active
ILLIUS SINGAPORE PTE. LTD.,illiussg,Asia/Singapore,29/12/2020,Active
WANG SHENG GROCERY,wangsheng,Asia/Singapore,27/12/2020,Active
Epos Inventory,inventory,Asia/Singapore,23/12/2020,Active
ART TREE PTE LTD,arttree,Asia/Singapore,22/12/2020,Active
JOY GARDEN RESTAURANT PTE LTD,joygarden,Asia/Singapore,21/12/2020,Active
CREATIVE SALON @ HBF,creativesalon,Asia/Singapore,17/12/2020,Active
EVERYDAY MART,everydaymart,Asia/Singapore,17/12/2020,Active
ORO STYLE HOUSE,orostylehouse,Asia/Singapore,16/12/2020,Active
BGAIN INVESTMENT PTE. LTD. ,sakon,Asia/Singapore,16/12/2020,Active
ANN TENG HENG,anntengheng,Asia/Singapore,16/12/2020,Active
THAI DEE MAK PTE. LTD.,thaideemak,Asia/Singapore,16/12/2020,Active
BGAIN INVESTMENT PTE. LTD . ,bgaininvt,Asia/Singapore,16/12/2020,Active
 KUMO JAPANESE DINING ACE PTE. LTD.,kumojpndining,Asia/Singapore,16/12/2020,Active
ICHIGAWA,ichigawa,Asia/Singapore,15/12/2020,Active
CUE SCHOOL PTE LTD,cueschool,Asia/Singapore,12/12/2020,Active
IMPERIAL SELECTIONS PTE LTD,imperialselections,Asia/Singapore,10/12/2020,Active
FCC SERVICES PTE LTD,fcc,Asia/Singapore,10/12/2020,Active
PANS INTERNATIONAL (SINGAPORE) PTE LTD,pansintlsg,Asia/Singapore,09/12/2020,Active
SUMMER GARDEN RESTAURANT PTE LTD,summergarden,Asia/Singapore,04/12/2020,Active
JUST FUN GROUP PTE LTD,barcova6,Asia/Singapore,03/12/2020,Active
DU MEN FOOD INDUSTRY PTE LTD,dumen,Asia/Singapore,03/12/2020,Active
SEN MAO PTE LTD,senmao,Asia/Singapore,02/12/2020,Active
NOM NOM PTE LTD,nomnom,Asia/Singapore,02/12/2020,Active
EXTREME FITNESS,extremefitness,Asia/Singapore,24/11/2020,Active
RINCO BONINGTON,rincoboningtonsg,Asia/Singapore,20/11/2020,Active
DOUBLE WIN EQUIPMENT LLP,doublewin,Asia/Singapore,16/11/2020,Active
VITALITCM PTE LTD,vitalitcm,Asia/Singapore,13/11/2020,Active
HILLTOP GARDEN RESTAURANT PTE LTD,hilltopgarden,Asia/Singapore,10/11/2020,Active
MM&S GLOBAL PTE LTD,mmnsglobal,Asia/Singapore,09/11/2020,Active
MEAT UNITED PRIVATE LIMITED,meatunited,Asia/Singapore,03/11/2020,Active
M WORKSHOP,mworkshop,Asia/Singapore,27/10/2020,Active
Wilson Parking Singapore Pte Ltd,lhnparking,Asia/Singapore,23/10/2020,Active
WAWAHAO PTE LTD,wawahao,Asia/Singapore,22/10/2020,Active
FOOD VALUE,foodvalue,Asia/Singapore,21/10/2020,Active
MARIE'S LAPIS,marieslapis,Asia/Singapore,21/10/2020,Active
THE QUALITYMART DEPOT PTE. LTD.,qualitymartdepot,Asia/Singapore,20/10/2020,Active
ARIKI SEAFOOD PTE LTD,arikiseafood,Asia/Singapore,16/10/2020,Active
ORGANIC AND NATURE CHAIN,organicnaturechain,Asia/Singapore,13/10/2020,Active
DOVEMART PTE LTD,dovemart,Asia/Singapore,09/10/2020,Active
ZHA HUO DIAN PTE LTD,zhahuodian,Asia/Singapore,08/10/2020,Active
VETRI STORES,vetristores,Asia/Singapore,05/10/2020,Active
HOME & BABY SINGAPORE PTE LTD,homebabysg,Asia/Singapore,29/09/2020,Active
SYNERGETIC BEAUTY SYSTEM PTE LTD,synergeticbeauty,Asia/Singapore,28/09/2020,Active
SGPETSHOP,sgpetshop,Asia/Singapore,25/09/2020,Active
HAPPY CUP (S) PTE LTD,happycup,Asia/Singapore,23/09/2020,Active
MEAT COLLECTIVE SINGAPORE PTE LTD,meatcollectivesg,Asia/Singapore,22/09/2020,Active
NINETY-FIVE PTE LTD,ninetyfive,Asia/Singapore,22/09/2020,Active
BIKESTUF,bikestuf,Asia/Singapore,22/09/2020,Active
BIG TINGS CONVENIENCE STORE,bigtings,Asia/Singapore,21/09/2020,Active
OPT RENOVATION CONTRACTOR,opt,Asia/Singapore,17/09/2020,Active
DING DONG TECHNOLOGY PTE LTD,dingdongtechnology,Asia/Singapore,16/09/2020,Active
RAHIM GROCERY TRADERS,rahimgrocery,Asia/Singapore,14/09/2020,Active
HAPPY OWL CYCLE PTE LTD,happyowlcycle,Asia/Singapore,11/09/2020,Active
ACHIEVERS TRAINING HUB PTE LTD,achieverstraininghub,Asia/Singapore,11/09/2020,Active
HELMETBOYS.COM,helmetboys,Asia/Singapore,10/09/2020,Active
CUBERPEDIA PTE LTD,cuberpedia,Asia/Singapore,09/09/2020,Active
DL FOOD,dlfood,Asia/Singapore,09/09/2020,Active
LOVELY LANDSCAPE & CONSTRUCTION PTE LTD,lovelylandscape,Asia/Singapore,08/09/2020,Active
JUBILEE GARDEN RESTAURANT,jubileegarden,Asia/Singapore,07/09/2020,Active
YAK HONG PRIVATE LIMITED,yakhong,Asia/Singapore,07/09/2020,Active
EILEEN TOWN GIFT SHOP,eileentown,Asia/Singapore,07/09/2020,Active
HIMALAYAN PTE LTD,himalayan,Asia/Singapore,04/09/2020,Active
FRUIT' ALIVE PTE LTD,fruitalive,Asia/Singapore,04/09/2020,Active
POODLE DOODLE,poodledoodle,Asia/Singapore,02/09/2020,Active
VARSHINI GROCERY STORE,varshinigrocery,Asia/Singapore,02/09/2020,Active
LIM KHOON HENG TRADER,limkhoonhengtrader,Asia/Singapore,02/09/2020,Active
SOL MART PTE LTD,solmart,Asia/Singapore,31/08/2020,Active
TSP RETAIL PTE LTD,tspretail,Asia/Singapore,26/08/2020,Active
GEMSTORY WORLD PTE LTD,gemstoryworld,Asia/Singapore,24/08/2020,Active
FERNVALE MINI-MART,fernvaleminimart,Asia/Singapore,24/08/2020,Active
RETROCRATES PTE LTD,retrocrates,Asia/Singapore,24/08/2020,Active
BLOSSOM WELLNESS AND SPAS PTE LTD,blossomwellnessspas,Asia/Singapore,24/08/2020,Active
SUZYAMEER FROZEN PTE LTD,suzyameer,Asia/Singapore,21/08/2020,Active
MOMENTS EVENTS PTE LTD,momentsevents,Asia/Singapore,20/08/2020,Active
AZ MINIMART,azminimart,Asia/Singapore,20/08/2020,Active
(Demo) SHIN PTE LTD,shin,Asia/Singapore,18/08/2020,Active
BEVERIC DRINK (COFFEE) PTE LTD,bevericcoffee,Asia/Singapore,13/08/2020,Active
BEVERIC DRINK (BUBBLE TEA) PTE LTD,bevericbubbletea,Asia/Singapore,13/08/2020,Active
AMK CURRY PUFF PTE LTD,amkcurrypuff,Asia/Singapore,11/08/2020,Active
MALAR TRADING & SUPERMARKET PTE LTD,malartradingsupermarket,Asia/Singapore,30/07/2020,Active
WAN FU PTE LTD,myrtle,Asia/Singapore,29/07/2020,Active
IN BOX GLOBAL PTE LTD,inboxglobal,Asia/Singapore,26/07/2020,Active
CRS HAVEN,crshaven,Asia/Singapore,24/07/2020,Active
JS MINIMART,jsminimart,Asia/Singapore,22/07/2020,Active
Y&S Singapore Pte Ltd (wrong sub),yandssingapore,Asia/Singapore,22/07/2020,Active
THE COSTA CHOICE,thecostachoice,Asia/Singapore,20/07/2020,Active
YU YIN TRADING,yuyintrading,Asia/Singapore,18/07/2020,Active
REDBERRY BAKERY PTE LTD,redberrybakery,Asia/Singapore,15/07/2020,Active
LOVABLE SWEET HOUSE,loveablesweethouse,Asia/Singapore,13/07/2020,Active
MEAT THE BUTCHER,meatthebutcher,Asia/Singapore,24/06/2020,Active
FAMILY NEEDS PTE LTD,familyneeds,Asia/Singapore,22/06/2020,Active
BOLOTREESG PTE LTD,bolotree,Asia/Singapore,21/06/2020,Active
IN-STATIONARY LLP,instationary,Asia/Singapore,11/06/2020,Active
CONVENIENCE PLUS,convenienceplus,Asia/Singapore,03/06/2020,Active
ORBE STATION,orbestation,Asia/Singapore,03/06/2020,Active
COLORVIZIO SERVICES PTE LTD,colorvizio,Asia/Singapore,03/06/2020,Active
YI KANG BAO PTE LTD,yikangbao,Asia/Singapore,18/05/2020,Active
LONG PHUNG,longphung,Asia/Singapore,12/05/2020,Active
SALAAM MEDIA INTERNATIONAL,salaammedia,Asia/Singapore,11/05/2020,Active
MASTER CHIPPY,masterchippysg,Asia/Singapore,24/04/2020,Active
SUZYAMEER FROZEN PTE LTD,suzyameerfrozen,Asia/Singapore,18/04/2020,Active
BISTRO 8 PTE LTD,bistro8,Asia/Singapore,13/04/2020,Active
UNCLE DIY PTE LTD,unclediy,Asia/Singapore,31/03/2020,Active
